id,totalprice,date_placed
12437,37.0,'2023-06-14 14:00:11.675495'
12441,40.5,'2023-06-14 20:30:11.675495'
12469,50.5,'2023-06-15 11:30:11.675495'
12471,61.5,'2023-06-15 13:00:11.675495'
12477,49.0,'2023-06-15 14:30:11.675495'
12493,52.0,'2023-06-15 16:30:11.675495'
12495,57.5,'2023-06-15 19:00:11.675495'
12496,63.5,'2023-06-15 13:00:11.675495'
12503,59.5,'2023-06-15 18:30:11.675495'
12504,60.5,'2023-06-15 16:30:11.675495'
12512,50.0,'2023-06-15 19:30:11.675495'
12513,45.0,'2023-06-15 14:30:11.675495'
12514,64.5,'2023-06-16 22:00:11.675495'
12523,53.0,'2023-06-16 16:30:11.675495'
12544,62.0,'2023-06-16 17:30:11.675495'
12560,58.0,'2023-06-16 12:00:11.678009'
12565,60.5,'2023-06-16 14:30:11.678009'
12571,57.5,'2023-06-17 15:30:11.678009'
12575,57.5,'2023-06-17 14:30:11.678009'
12578,65.0,'2023-06-17 14:00:11.678009'
12584,49.5,'2023-06-17 16:30:11.678009'
12587,65.0,'2023-06-17 15:00:11.678009'
12591,45.0,'2023-06-17 21:30:11.678009'
12608,52.5,'2023-06-17 19:30:11.678009'
12618,55.0,'2023-06-17 20:30:11.678009'
12626,64.5,'2023-06-17 21:00:11.678009'
12627,60.0,'2023-06-17 21:30:11.678009'
12639,45.0,'2023-06-18 21:00:11.678009'
12641,50.5,'2023-06-18 15:00:11.678009'
12645,53.0,'2023-06-18 21:30:11.678009'
12651,58.0,'2023-06-18 19:00:11.678009'
12653,70.0,'2023-06-18 19:30:11.678009'
12659,56.0,'2023-06-18 15:30:11.678009'
12671,57.5,'2023-06-18 14:30:11.678009'
12681,48.0,'2023-06-18 14:00:11.678009'
12704,35.5,'2023-06-19 13:00:11.682016'
12705,38.0,'2023-06-19 22:30:11.682016'
12715,37.5,'2023-06-19 21:00:11.682016'
12729,50.5,'2023-06-19 22:00:11.682016'
12732,53.0,'2023-06-19 21:30:11.682016'
12740,47.0,'2023-06-19 19:00:11.682016'
12750,40.5,'2023-06-19 13:00:11.682016'
12757,48.5,'2023-06-20 17:00:11.682016'
12763,51.0,'2023-06-20 16:30:11.682016'
12770,38.5,'2023-06-20 15:30:11.682016'
12771,32.0,'2023-06-20 11:30:11.682016'
12797,34.5,'2023-06-20 21:00:11.682016'
12800,32.0,'2023-06-20 22:30:11.682016'
12802,52.5,'2023-06-20 21:00:11.682016'
12808,49.5,'2023-06-20 13:00:11.682016'
12809,35.0,'2023-06-20 17:30:11.682016'
12811,40.0,'2023-06-20 19:30:11.682016'
12820,49.5,'2023-06-21 19:00:11.682016'
12826,37.5,'2023-06-21 11:00:11.682016'
12836,40.0,'2023-06-21 22:00:11.682016'
12838,55.5,'2023-06-21 21:30:11.682016'
12854,37.0,'2023-06-21 19:00:11.682016'
12856,30.0,'2023-06-21 20:00:11.682016'
12857,50.5,'2023-06-21 18:30:11.682016'
12858,53.0,'2023-06-21 19:30:11.682016'
12864,48.0,'2023-06-21 12:30:11.682016'
12865,37.0,'2023-06-21 11:00:11.682016'
12866,40.0,'2023-06-21 20:00:11.682016'
12868,48.5,'2023-06-21 14:30:11.682016'
12875,44.0,'2023-06-21 14:30:11.682016'
12908,39.0,'2023-06-22 14:30:11.682016'
12912,54.5,'2023-06-22 15:00:11.682016'
12925,38.0,'2023-06-22 11:30:11.682016'
12930,35.0,'2023-06-22 21:00:11.682016'
12936,45.0,'2023-06-22 11:30:11.682016'
12937,35.0,'2023-06-22 14:30:11.682016'
12939,50.0,'2023-06-22 17:30:11.682016'
12949,55.0,'2023-06-22 15:30:11.682016'
12958,42.5,'2023-06-22 21:30:11.682016'
12963,52.5,'2023-06-23 17:30:11.682016'
12972,45.0,'2023-06-23 13:30:11.682016'
12985,47.5,'2023-06-23 19:00:11.682016'
12993,43.0,'2023-06-23 16:00:11.682016'
13003,50.0,'2023-06-23 14:00:11.682016'
13004,56.0,'2023-06-23 19:30:11.682016'
13008,50.0,'2023-06-23 12:00:11.682016'
13010,42.5,'2023-06-23 14:30:11.682016'
13016,37.5,'2023-06-23 17:30:11.682016'
13021,52.0,'2023-06-24 16:30:11.682016'
13029,40.0,'2023-06-24 17:30:11.682016'
13034,32.5,'2023-06-24 14:30:11.682016'
13038,39.0,'2023-06-24 13:30:11.682016'
13041,49.0,'2023-06-24 17:30:11.682016'
13043,50.0,'2023-06-24 17:00:11.682016'
13050,37.5,'2023-06-24 17:00:11.682016'
13054,35.0,'2023-06-24 19:00:11.682016'
13055,47.5,'2023-06-24 19:00:11.682016'
13056,35.5,'2023-06-24 17:00:11.682016'
13058,52.0,'2023-06-24 18:30:11.682016'
13059,40.0,'2023-06-24 18:30:11.682016'
13063,35.0,'2023-06-24 15:00:11.682016'
13069,37.0,'2023-06-24 18:00:11.682016'
13072,39.5,'2023-06-24 15:00:11.682016'
13077,36.0,'2023-06-24 15:00:11.682016'
13078,49.0,'2023-06-24 12:00:11.682016'
13079,35.5,'2023-06-24 15:00:11.682016'
13081,46.0,'2023-06-24 13:00:11.682016'
13082,44.5,'2023-06-24 19:00:11.682016'
13091,32.5,'2023-06-25 22:30:11.682016'
13092,53.0,'2023-06-25 22:00:11.682016'
13093,50.5,'2023-06-25 16:30:11.682016'
13097,52.0,'2023-06-25 20:00:11.682016'
13098,38.0,'2023-06-25 17:30:11.682016'
13101,49.5,'2023-06-25 16:30:11.682016'
13106,39.0,'2023-06-25 19:30:11.682016'
13116,53.0,'2023-06-25 17:00:11.682016'
13117,34.5,'2023-06-25 15:30:11.682016'
13124,38.0,'2023-06-25 21:30:11.682016'
13132,37.5,'2023-06-25 18:00:11.682016'
13144,35.0,'2023-06-25 16:00:11.682016'
13146,40.0,'2023-06-25 22:00:11.682016'
13148,50.0,'2023-06-25 18:00:11.682016'
13151,52.0,'2023-06-25 20:00:11.682016'
13160,32.5,'2023-06-26 15:00:11.682016'
13169,49.5,'2023-06-26 14:30:11.682016'
13172,55.0,'2023-06-26 15:00:11.682016'
13181,57.0,'2023-06-26 18:30:11.682016'
13184,54.5,'2023-06-26 16:00:11.682016'
13186,40.0,'2023-06-26 15:30:11.682016'
13189,33.0,'2023-06-26 14:30:11.682016'
13197,34.5,'2023-06-26 20:00:11.682016'
13200,48.5,'2023-06-26 13:30:11.682016'
13206,52.5,'2023-06-26 20:00:11.682016'
13207,38.0,'2023-06-26 15:00:11.682016'
13220,50.5,'2023-06-27 19:30:11.682016'
13222,59.5,'2023-06-27 22:30:11.682016'
13224,52.0,'2023-06-27 20:30:11.682016'
13228,57.5,'2023-06-27 12:00:11.682016'
13230,45.5,'2023-06-27 21:00:11.682016'
13233,61.5,'2023-06-27 15:30:11.682016'
13242,52.5,'2023-06-27 19:30:11.682016'
13259,60.0,'2023-06-27 13:30:11.682016'
13260,65.0,'2023-06-27 22:00:11.682016'
13270,69.5,'2023-06-27 18:30:11.682016'
13273,47.0,'2023-06-27 13:00:11.682016'
13280,48.0,'2023-06-27 22:30:11.682016'
13282,62.5,'2023-06-27 15:30:11.682016'
13303,55.5,'2023-06-28 18:00:11.682016'
13307,49.0,'2023-06-28 20:30:11.682016'
13310,65.0,'2023-06-28 18:00:11.682016'
13326,65.0,'2023-06-28 14:00:11.682016'
13333,67.0,'2023-06-28 18:00:11.682016'
13336,52.0,'2023-06-28 19:00:11.682016'
13338,63.0,'2023-06-28 22:30:11.682016'
13341,50.0,'2023-06-28 18:30:11.682016'
13362,35.0,'2023-06-29 13:30:11.682016'
13364,37.5,'2023-06-29 19:30:11.682016'
13366,49.5,'2023-06-29 14:00:11.682016'
13389,54.5,'2023-06-29 18:30:11.682016'
13394,49.0,'2023-06-29 13:30:11.682016'
13405,65.0,'2023-06-30 13:30:11.682016'
13406,58.0,'2023-06-30 20:00:11.682016'
13409,49.5,'2023-06-30 18:00:11.682016'
13425,51.5,'2023-06-30 13:00:11.682016'
13433,64.0,'2023-06-30 13:00:11.682016'
13440,58.5,'2023-06-30 19:00:11.682016'
13450,49.5,'2023-06-30 12:00:11.682016'
13462,44.5,'2023-07-01 18:30:11.682016'
13469,38.0,'2023-07-01 18:30:11.682016'
13473,49.0,'2023-07-01 14:00:11.682016'
13477,49.5,'2023-07-01 22:30:11.682016'
13479,55.5,'2023-07-01 13:00:11.682016'
13485,36.0,'2023-07-01 15:00:11.682016'
13486,40.0,'2023-07-01 18:00:11.682016'
13487,47.0,'2023-07-01 22:30:11.682016'
13500,47.5,'2023-07-01 17:30:11.682016'
13506,34.5,'2023-07-01 15:30:11.682016'
13514,40.5,'2023-07-01 18:00:11.682016'
13527,51.0,'2023-07-01 16:30:11.682016'
13529,33.0,'2023-07-01 19:30:11.682016'
13536,50.5,'2023-07-02 15:00:11.682016'
13548,38.0,'2023-07-02 20:00:11.682016'
13550,32.0,'2023-07-02 18:30:11.682016'
13552,39.0,'2023-07-02 21:30:11.682016'
13557,47.0,'2023-07-02 20:30:11.682016'
13573,42.5,'2023-07-02 15:30:11.682016'
13576,53.0,'2023-07-02 13:00:11.682016'
13579,43.0,'2023-07-02 15:00:11.682016'
13582,50.5,'2023-07-02 15:00:11.682016'
13589,38.0,'2023-07-03 16:30:11.682016'
13590,42.5,'2023-07-03 21:30:11.682016'
13591,57.0,'2023-07-03 21:30:11.682016'
13597,49.0,'2023-07-03 16:30:11.682016'
13604,37.0,'2023-07-03 13:00:11.682016'
13605,33.0,'2023-07-03 19:00:11.682016'
13618,49.5,'2023-07-03 17:30:11.682016'
13627,48.5,'2023-07-03 20:00:11.682016'
13643,50.5,'2023-07-03 22:30:11.682016'
13649,52.5,'2023-07-03 13:30:11.682016'
13651,52.5,'2023-07-03 17:00:11.682016'
13667,36.0,'2023-07-04 11:00:11.682016'
13669,54.5,'2023-07-04 15:30:11.682016'
13672,39.0,'2023-07-04 12:30:11.682016'
13674,52.5,'2023-07-04 15:30:11.682016'
13680,50.5,'2023-07-04 15:00:11.682016'
13686,37.0,'2023-07-04 12:00:11.682016'
13690,40.5,'2023-07-04 19:00:11.697663'
13691,50.0,'2023-07-04 13:30:11.697663'
13692,45.0,'2023-07-04 22:00:11.697663'
13703,38.5,'2023-07-04 15:00:11.697663'
13707,53.5,'2023-07-04 18:30:11.697663'
13713,53.5,'2023-07-04 20:00:11.697663'
13715,50.0,'2023-07-04 18:00:11.697663'
13717,38.5,'2023-07-04 16:30:11.697663'
13718,51.0,'2023-07-04 15:00:11.697663'
13722,51.5,'2023-07-05 22:00:11.697663'
13729,44.0,'2023-07-05 18:00:11.697663'
13735,45.0,'2023-07-05 18:00:11.697663'
13737,61.0,'2023-07-05 21:30:11.697663'
13741,45.5,'2023-07-05 18:30:11.697663'
13758,49.0,'2023-07-05 15:30:11.697663'
13765,44.5,'2023-07-05 22:30:11.697663'
13766,53.0,'2023-07-05 21:00:11.697663'
13774,52.5,'2023-07-05 18:00:11.697663'
13777,45.0,'2023-07-05 14:00:11.697663'
13791,49.5,'2023-07-06 17:00:11.697663'
13797,55.5,'2023-07-06 13:30:11.697663'
13799,51.0,'2023-07-06 21:00:11.697663'
13837,52.5,'2023-07-06 22:30:11.697663'
13840,35.5,'2023-07-07 12:30:11.697663'
13846,32.0,'2023-07-07 15:30:11.697663'
13850,38.0,'2023-07-07 16:30:11.697663'
13855,37.0,'2023-07-07 13:00:11.697663'
13864,40.0,'2023-07-07 16:30:11.697663'
13869,55.5,'2023-07-07 16:00:11.697663'
13872,49.5,'2023-07-07 15:00:11.697663'
13877,33.0,'2023-07-07 13:00:11.697663'
13880,45.5,'2023-07-07 11:00:11.697663'
13882,35.0,'2023-07-07 15:30:11.697663'
13891,48.0,'2023-07-07 15:30:11.697663'
13892,52.0,'2023-07-07 14:00:11.697663'
13907,54.0,'2023-07-07 12:30:11.697663'
13914,47.5,'2023-07-08 16:30:11.697663'
13924,55.0,'2023-07-08 19:30:11.697663'
13927,55.5,'2023-07-08 19:00:11.697663'
13929,61.5,'2023-07-08 19:30:11.697663'
13931,64.5,'2023-07-08 19:00:11.697663'
13937,65.0,'2023-07-08 17:30:11.697663'
13939,67.5,'2023-07-08 15:30:11.697663'
13964,47.0,'2023-07-08 19:00:11.697663'
13968,69.5,'2023-07-08 12:30:11.697663'
13977,35.0,'2023-07-09 15:00:11.697663'
13985,37.5,'2023-07-09 20:00:11.697663'
13991,35.0,'2023-07-09 15:00:11.697663'
13992,40.0,'2023-07-09 16:00:11.697663'
13998,35.0,'2023-07-09 16:00:11.697663'
14000,53.0,'2023-07-09 16:00:11.697663'
14002,51.0,'2023-07-09 14:00:11.697663'
14004,32.0,'2023-07-09 16:30:11.697663'
14011,35.0,'2023-07-09 14:30:11.697663'
14013,34.5,'2023-07-09 20:30:11.697663'
14015,39.0,'2023-07-09 16:30:11.697663'
14017,40.5,'2023-07-09 19:30:11.697663'
14022,39.5,'2023-07-09 12:30:11.697663'
14035,49.5,'2023-07-10 19:00:11.697663'
14037,63.0,'2023-07-10 19:30:11.697663'
14043,63.0,'2023-07-10 12:30:11.697663'
14063,68.5,'2023-07-10 21:30:11.697663'
14075,49.0,'2023-07-10 20:00:11.697663'
14082,61.0,'2023-07-10 13:30:11.697663'
14088,51.0,'2023-07-10 19:30:11.697663'
14090,67.0,'2023-07-10 15:30:11.697663'
14092,52.5,'2023-07-11 11:00:11.697663'
14095,49.0,'2023-07-11 22:00:11.697663'
14101,46.5,'2023-07-11 20:30:11.697663'
14105,35.0,'2023-07-11 12:00:11.697663'
14108,40.5,'2023-07-11 12:00:11.697663'
14111,32.0,'2023-07-11 18:00:11.697663'
14121,37.0,'2023-07-11 15:00:11.697663'
14128,33.0,'2023-07-11 14:30:11.697663'
14131,51.0,'2023-07-11 22:30:11.697663'
14132,47.0,'2023-07-11 17:00:11.697663'
14162,57.5,'2023-07-12 19:30:11.697663'
14166,57.0,'2023-07-12 11:30:11.697663'
14172,61.0,'2023-07-12 11:00:11.697663'
14174,59.0,'2023-07-12 18:30:11.697663'
14177,47.5,'2023-07-12 14:00:11.697663'
14192,44.5,'2023-07-12 11:00:11.697663'
14202,50.0,'2023-07-12 18:30:11.697663'
14209,57.0,'2023-07-12 18:30:11.697663'
14218,59.5,'2023-07-13 13:30:11.697663'
14219,45.5,'2023-07-13 13:30:11.697663'
14224,64.0,'2023-07-13 13:00:11.697663'
14227,60.5,'2023-07-13 16:30:11.697663'
14229,48.0,'2023-07-13 16:00:11.697663'
14249,65.5,'2023-07-13 11:30:11.697663'
14256,62.5,'2023-07-13 14:00:11.697663'
14266,59.5,'2023-07-13 16:00:11.697663'
14270,47.5,'2023-07-13 20:00:11.697663'
14272,50.0,'2023-07-13 22:00:11.697663'
14275,47.0,'2023-07-13 13:30:11.697663'
14280,66.0,'2023-07-13 15:00:11.697663'
14282,53.0,'2023-07-14 13:30:11.697663'
14285,67.5,'2023-07-14 14:00:11.697663'
14286,65.0,'2023-07-14 12:00:11.697663'
14289,58.0,'2023-07-14 15:00:11.697663'
14301,57.5,'2023-07-14 19:30:11.697663'
14302,65.0,'2023-07-14 13:30:11.697663'
14308,59.0,'2023-07-14 12:30:11.697663'
14310,62.5,'2023-07-14 15:30:11.697663'
14311,50.5,'2023-07-14 15:00:11.697663'
14315,59.5,'2023-07-14 20:00:11.697663'
14320,49.0,'2023-07-14 15:00:11.697663'
14329,45.5,'2023-07-14 12:30:11.697663'
14336,52.0,'2023-07-14 14:30:11.697663'
14339,60.0,'2023-07-14 12:30:11.697663'
14343,61.5,'2023-07-14 19:30:11.697663'
14346,60.0,'2023-07-14 22:30:11.697663'
14349,47.5,'2023-07-14 15:30:11.697663'
14363,57.0,'2023-07-15 14:30:11.697663'
14370,63.0,'2023-07-15 14:30:11.697663'
14383,52.0,'2023-07-15 21:00:11.697663'
14385,51.0,'2023-07-15 13:00:11.697663'
14400,50.5,'2023-07-15 18:00:11.697663'
14406,60.5,'2023-07-15 17:00:11.697663'
14408,68.0,'2023-07-15 18:00:11.697663'
14410,61.5,'2023-07-15 13:30:11.697663'
14413,47.5,'2023-07-15 19:30:11.697663'
14428,38.0,'2023-07-16 17:00:11.697663'
14443,58.0,'2023-07-16 20:30:11.697663'
14448,37.0,'2023-07-16 21:00:11.697663'
14453,40.5,'2023-07-16 20:00:11.697663'
14455,50.0,'2023-07-16 21:00:11.697663'
14468,43.0,'2023-07-16 20:00:11.697663'
14470,49.0,'2023-07-16 22:00:11.697663'
14479,49.5,'2023-07-17 20:00:11.697663'
14480,33.0,'2023-07-17 19:30:11.697663'
14481,47.5,'2023-07-17 19:00:11.697663'
14488,50.5,'2023-07-17 22:30:11.697663'
14491,50.0,'2023-07-17 20:00:11.697663'
14514,36.0,'2023-07-17 21:30:11.697663'
14521,46.5,'2023-07-17 16:00:11.697663'
14522,53.0,'2023-07-17 13:30:11.697663'
14531,38.0,'2023-07-17 21:00:11.697663'
14549,32.5,'2023-07-18 22:30:11.697663'
14553,50.0,'2023-07-18 15:30:11.697663'
14554,34.5,'2023-07-18 13:00:11.697663'
14556,40.0,'2023-07-18 18:00:11.697663'
14557,47.0,'2023-07-18 13:30:11.697663'
14558,50.0,'2023-07-18 16:30:11.697663'
14563,49.5,'2023-07-18 22:00:11.697663'
14581,53.0,'2023-07-18 21:00:11.697663'
14585,39.5,'2023-07-18 18:00:11.697663'
14587,50.0,'2023-07-18 21:30:11.697663'
14591,37.0,'2023-07-18 15:00:11.697663'
14592,47.5,'2023-07-18 11:30:11.697663'
14607,52.0,'2023-07-19 18:00:11.697663'
14608,57.5,'2023-07-19 20:00:11.697663'
14619,55.0,'2023-07-19 17:30:11.697663'
14624,63.5,'2023-07-19 17:30:11.697663'
14629,53.0,'2023-07-19 11:00:11.697663'
14632,67.0,'2023-07-19 17:00:11.697663'
14635,51.0,'2023-07-19 11:00:11.697663'
14638,49.5,'2023-07-19 18:30:11.697663'
14642,62.0,'2023-07-19 19:30:11.697663'
14646,60.5,'2023-07-19 16:30:11.697663'
14647,52.0,'2023-07-19 19:00:11.697663'
14659,53.0,'2023-07-20 17:00:11.697663'
14674,56.0,'2023-07-20 19:30:11.697663'
14676,58.0,'2023-07-20 18:00:11.697663'
14686,50.0,'2023-07-20 12:00:11.697663'
14695,68.0,'2023-07-20 19:30:11.697663'
14698,69.5,'2023-07-20 19:30:11.697663'
14706,59.0,'2023-07-20 13:30:11.697663'
14707,58.0,'2023-07-20 14:30:11.697663'
14717,62.0,'2023-07-20 19:30:11.697663'
14731,56.0,'2023-07-21 14:30:11.697663'
14733,55.5,'2023-07-21 12:30:11.697663'
14740,48.5,'2023-07-21 14:00:11.697663'
14743,48.0,'2023-07-21 14:30:11.697663'
14744,65.5,'2023-07-21 12:00:11.697663'
14753,65.0,'2023-07-21 13:00:11.697663'
14756,45.5,'2023-07-21 20:30:11.713284'
14760,64.5,'2023-07-21 12:30:11.713284'
14783,65.0,'2023-07-22 11:30:11.713707'
14784,44.0,'2023-07-22 16:30:11.713707'
14790,53.0,'2023-07-22 13:30:11.713707'
14791,59.5,'2023-07-22 19:00:11.713707'
14793,49.5,'2023-07-22 19:00:11.713707'
14797,62.5,'2023-07-22 20:30:11.713707'
14803,64.0,'2023-07-22 20:30:11.713707'
14808,63.5,'2023-07-22 16:00:11.713707'
14814,50.5,'2023-07-22 16:00:11.713707'
14815,58.0,'2023-07-22 13:00:11.713707'
14823,47.5,'2023-07-22 15:30:11.713707'
14826,48.5,'2023-07-22 16:30:11.713707'
14834,59.0,'2023-07-22 12:30:11.713707'
14836,52.5,'2023-07-23 20:30:11.713707'
14843,52.0,'2023-07-23 14:30:11.713707'
14847,64.0,'2023-07-23 13:00:11.713707'
14850,62.5,'2023-07-23 15:00:11.713707'
14858,61.5,'2023-07-23 19:00:11.713707'
14860,57.0,'2023-07-23 17:00:11.713707'
14867,50.0,'2023-07-23 20:00:11.713707'
14878,44.0,'2023-07-23 13:30:11.713707'
14881,53.0,'2023-07-23 22:30:11.713707'
14884,62.0,'2023-07-23 14:30:11.713707'
14888,50.5,'2023-07-23 16:00:11.713707'
14905,40.0,'2023-07-24 22:30:11.713707'
14906,47.0,'2023-07-24 13:30:11.713707'
14922,50.5,'2023-07-24 20:00:11.713707'
14926,49.5,'2023-07-24 18:30:11.713707'
14930,55.5,'2023-07-24 20:00:11.713707'
14933,34.5,'2023-07-24 20:00:11.713707'
14940,47.0,'2023-07-24 19:00:11.713707'
14946,35.5,'2023-07-24 20:00:11.713707'
14951,55.0,'2023-07-24 15:00:11.713707'
14958,50.5,'2023-07-25 13:30:11.713707'
14962,37.5,'2023-07-25 22:30:11.713707'
14969,38.0,'2023-07-25 18:30:11.713707'
14972,38.0,'2023-07-25 20:30:11.713707'
14973,44.5,'2023-07-25 17:30:11.713707'
14982,32.5,'2023-07-25 22:30:11.713707'
14988,51.0,'2023-07-25 16:00:11.713707'
14989,50.0,'2023-07-25 21:00:11.713707'
14993,37.5,'2023-07-25 18:00:11.713707'
14995,39.5,'2023-07-25 22:00:11.713707'
15022,47.0,'2023-07-26 15:00:11.713707'
15023,45.0,'2023-07-26 11:00:11.713707'
15027,48.0,'2023-07-26 11:00:11.713707'
15033,66.0,'2023-07-26 20:00:11.713707'
15036,70.5,'2023-07-26 18:00:11.713707'
15047,50.0,'2023-07-26 15:30:11.713707'
15051,47.5,'2023-07-26 19:00:11.713707'
15053,48.0,'2023-07-26 20:30:11.713707'
15062,59.5,'2023-07-26 22:30:11.713707'
15070,63.0,'2023-07-26 19:30:11.713707'
15076,62.0,'2023-07-26 16:30:11.713707'
15081,53.0,'2023-07-26 13:30:11.713707'
15086,63.0,'2023-07-27 19:00:11.713707'
15087,65.5,'2023-07-27 15:30:11.713707'
15095,62.0,'2023-07-27 14:00:11.713707'
15098,63.5,'2023-07-27 18:00:11.713707'
15105,52.0,'2023-07-27 13:00:11.713707'
15106,47.5,'2023-07-27 21:00:11.713707'
15122,61.0,'2023-07-27 14:00:11.713707'
15126,46.5,'2023-07-27 15:00:11.713707'
15140,64.0,'2023-07-27 14:00:11.713707'
15143,60.0,'2023-07-27 22:00:11.713707'
15148,47.0,'2023-07-27 17:00:11.713707'
15158,40.5,'2023-07-28 14:00:11.713707'
15168,39.0,'2023-07-28 15:30:11.713707'
15175,55.0,'2023-07-28 15:00:11.713707'
15179,38.0,'2023-07-28 14:30:11.713707'
15180,48.0,'2023-07-28 15:30:11.713707'
15182,49.5,'2023-07-28 11:00:11.713707'
15186,35.0,'2023-07-28 15:00:11.713707'
15189,41.0,'2023-07-28 19:00:11.713707'
15199,39.5,'2023-07-28 18:00:11.713707'
15206,44.0,'2023-07-28 11:00:11.713707'
15213,33.0,'2023-07-28 15:30:11.713707'
15216,39.5,'2023-07-29 17:30:11.713707'
15217,36.0,'2023-07-29 17:00:11.713707'
15222,39.0,'2023-07-29 15:00:11.713707'
15223,49.0,'2023-07-29 22:30:11.713707'
15226,52.0,'2023-07-29 14:00:11.713707'
15228,37.0,'2023-07-29 18:30:11.713707'
15230,42.0,'2023-07-29 14:00:11.713707'
15244,40.0,'2023-07-29 20:00:11.713707'
15258,49.0,'2023-07-29 14:30:11.713707'
15261,46.0,'2023-07-29 20:00:11.713707'
15286,48.0,'2023-07-29 13:30:11.713707'
15290,40.0,'2023-07-30 17:30:11.713707'
15294,33.0,'2023-07-30 15:30:11.713707'
15299,47.5,'2023-07-30 13:00:11.713707'
15302,37.0,'2023-07-30 14:00:11.713707'
15304,45.0,'2023-07-30 11:00:11.713707'
15319,47.5,'2023-07-30 16:00:11.713707'
15323,34.0,'2023-07-30 16:00:11.713707'
15338,48.0,'2023-07-30 15:30:11.721702'
15341,40.0,'2023-07-30 20:30:11.721702'
15346,37.0,'2023-07-30 15:30:11.721702'
15353,50.0,'2023-07-30 18:30:11.722163'
15356,64.0,'2023-07-31 20:00:11.722163'
15358,46.5,'2023-07-31 18:30:11.722163'
15367,50.0,'2023-07-31 20:30:11.722163'
15369,42.5,'2023-07-31 14:30:11.722163'
15379,47.0,'2023-07-31 14:30:11.722163'
15381,53.5,'2023-07-31 20:00:11.722163'
15389,63.0,'2023-07-31 14:30:11.722163'
15391,63.5,'2023-07-31 20:00:11.722163'
15393,62.5,'2023-07-31 18:00:11.722163'
15403,52.5,'2023-07-31 20:00:11.722163'
15415,51.0,'2023-08-01 22:00:11.722163'
15421,44.0,'2023-08-01 17:30:11.722163'
15422,32.0,'2023-08-01 17:30:11.722163'
15428,48.0,'2023-08-01 12:00:11.722163'
15436,47.5,'2023-08-01 13:00:11.722163'
15440,44.5,'2023-08-01 18:00:11.722163'
15444,40.0,'2023-08-01 13:30:11.722163'
15451,37.5,'2023-08-01 22:30:11.722163'
15452,39.5,'2023-08-01 18:00:11.722163'
15456,52.0,'2023-08-01 14:30:11.722163'
15457,37.0,'2023-08-01 17:00:11.722163'
15463,51.0,'2023-08-01 15:30:11.722163'
15467,48.0,'2023-08-01 18:00:11.722163'
15469,60.0,'2023-08-02 11:00:11.722163'
15471,48.5,'2023-08-02 17:30:11.722163'
15478,50.0,'2023-08-02 15:00:11.722163'
15479,60.0,'2023-08-02 12:30:11.722163'
15482,72.5,'2023-08-02 12:30:11.722163'
15485,63.0,'2023-08-02 20:00:11.722163'
15486,50.0,'2023-08-02 13:00:11.722163'
15487,48.5,'2023-08-02 20:00:11.722163'
15494,47.0,'2023-08-02 19:30:11.722163'
15506,59.5,'2023-08-02 14:30:11.722163'
15510,60.0,'2023-08-02 19:30:11.722163'
15514,52.5,'2023-08-02 22:00:11.722163'
15520,54.5,'2023-08-02 20:30:11.722163'
15525,59.0,'2023-08-02 12:30:11.722163'
15534,46.5,'2023-08-02 18:00:11.722163'
15537,40.5,'2023-08-03 19:30:11.722163'
15545,37.5,'2023-08-03 14:30:11.722163'
15557,37.0,'2023-08-03 11:30:11.722163'
15558,42.5,'2023-08-03 18:00:11.722163'
15560,33.0,'2023-08-03 19:30:11.722163'
15564,49.5,'2023-08-03 11:00:11.722163'
15565,52.5,'2023-08-03 13:00:11.722163'
15576,53.0,'2023-08-03 19:00:11.722163'
15582,51.0,'2023-08-03 17:00:11.722163'
15589,38.0,'2023-08-03 17:00:11.722163'
15604,48.0,'2023-08-04 13:30:11.722163'
15618,45.0,'2023-08-04 13:30:11.722163'
15631,36.0,'2023-08-04 19:30:11.722163'
15639,52.5,'2023-08-04 13:30:11.722163'
15644,48.0,'2023-08-04 12:00:11.722163'
15647,52.5,'2023-08-04 22:30:11.722163'
15650,51.0,'2023-08-04 19:00:11.722163'
15653,49.5,'2023-08-05 12:30:11.722163'
15654,55.5,'2023-08-05 18:00:11.722163'
15655,62.5,'2023-08-05 17:00:11.722163'
15674,48.5,'2023-08-05 19:00:11.722163'
15675,47.5,'2023-08-05 13:00:11.722163'
15678,49.5,'2023-08-05 20:30:11.722163'
15703,47.5,'2023-08-05 14:30:11.722163'
15711,68.5,'2023-08-05 18:30:11.722163'
15725,67.5,'2023-08-06 22:30:11.722163'
15732,60.0,'2023-08-06 15:00:11.722163'
15734,64.0,'2023-08-06 15:30:11.722163'
15741,51.5,'2023-08-06 16:00:11.722163'
15754,51.0,'2023-08-06 19:00:11.722163'
15765,50.5,'2023-08-06 15:30:11.722163'
15774,65.5,'2023-08-06 20:00:11.722163'
15776,50.0,'2023-08-07 15:30:11.722163'
15794,37.5,'2023-08-07 17:30:11.722163'
15796,33.0,'2023-08-07 12:00:11.722163'
15799,44.5,'2023-08-07 20:30:11.722163'
15800,50.0,'2023-08-07 19:30:11.722163'
15808,36.0,'2023-08-07 20:00:11.722163'
15809,49.5,'2023-08-07 14:30:11.722163'
15819,35.0,'2023-08-07 19:30:11.722163'
15824,34.5,'2023-08-07 19:00:11.722163'
15840,50.0,'2023-08-08 13:00:11.722163'
15842,38.5,'2023-08-08 22:00:11.722163'
